seqnames	start	end	strand	gene_name
4	115215060	115239723	-	Actg2
4	115249351	115275068	-	Stambp
4	115322291	115332052	-	Clec4f
4	115348491	115354795	-	Cd207
4	115388839	115412515	+	Vax2
4	115416580	115437206	+	Atp6v1b1
4	115440158	115446433	+	Ankrd53
4	115448708	115453659	-	Tex261
4	115473811	115481438	+	Nagk
4	115487313	115516296	-	Paip2b
4	115601661	115690272	+	Zfp638
4	115712850	115901873	+	Dysf
4	116261796	116278615	-	Cyp26b1
4	116314695	116786424	-	Exoc6b
4	116912351	116916236	-	Spr
4	116968000	116985551	+	Emx1
4	116993914	117111653	-	Sfxn5
4	117115076	117153907	-	Rab11fip5
4	117206355	117210856	+	Noto
4	117215064	117229873	+	Smyd5
4	117230528	117234928	-	Pradc1
4	117235023	117252265	+	Cct7
4	117256770	117268178	-	Fbxo41
4	117293620	117296082	-	Egr4
4	117371659	117472198	+	Alms1
4	117490035	117490721	-	Nat8f3
4	117506732	117531480	-	Nat8f5
4	117567668	117568348	-	LOC100910829
4	117574474	117575154	-	LOC102556148
4	117582781	117589464	-	LOC103690120
4	117589591	117603155	+	Tprkb
4	117606022	117607428	-	Nat8b
4	117617533	117631716	-	Dusp11
4	117679342	117683411	+	Figla
4	117743710	117882464	+	Add2
4	117750649	117751329	-	Nat8f2
4	117757455	117758135	-	Nat8f4
4	117767077	117767772	-	Nat8f1
4	117780533	117785941	+	LOC103690067
4	117789006	117790350	-	LOC103690139
4	117800628	117814658	-	LOC103690006
4	117962319	118046344	+	Tgfa
4	118160147	118166062	+	Fam136a
4	118167294	118174842	+	LOC687679
4	118187134	118198029	-	Pcyox1
4	118207862	118235218	+	Tia1
4	118449882	118472179	-	Mxd1
4	118478075	118534280	-	Snrnp27
4	118538777	118595580	-	Anxa4
4	118655728	118795774	+	Aak1
4	118814284	118834955	+	Nfu1
4	118852062	118901591	+	Gfpt1
4	118946268	119131202	-	Antxr1
4	119143070	119148358	-	Gkn1
4	119171245	119177329	+	Gkn2
4	119182135	119188251	-	Gkn3
4	119225040	119230728	+	Bmp10
4	119249682	119327822	-	Arhgap25
4	119375778	119386590	-	Prokr1
4	119398198	119399130	-	Vom1r101
4	119465253	119466491	+	Vom1r102
4	119514840	119568736	-	Aplf
4	119633755	119661004	+	Efcc1
4	119680112	119682547	+	Gp9
4	119695013	119714302	-	Rab43
4	119721660	119742349	-	Isy1
4	119747911	119756765	-	Cnbp
4	119815139	119864114	+	Hmces
4	119889371	119889949	-	H1fx
4	119910478	119959173	-	Rab7a
4	119997268	120018679	+	Rpn1
4	120133713	120142488	+	Gata2
4	120156659	120159265	+	Dnajb8
4	120194335	120390187	-	Eefsec
4	120411991	120447455	+	Ruvbl1
4	120453581	120467932	-	Sec61a1
4	120671489	120771088	+	Mgll
4	120778580	120784807	-	Abtb1
4	120785495	120817377	-	Podxl2
4	120825699	120840111	-	Mcm2
4	120843453	120854529	+	Tpra1
4	120993630	120996226	-	LOC102555094
4	121046277	121052552	+	Prr20e
4	121217629	121257885	-	Plxna1
4	121340952	121565212	-	Chchd6
4	121612332	121650571	+	Txnrd3
4	121675261	121684264	-	Vom1r90
4	121760773	121761699	+	Vom1r92
4	121778227	121779159	+	Vom1r93
4	121810559	121811539	-	Vom1r94
4	121821837	121822781	-	Vom1r95
4	121870699	121871658	+	Vom1r96
4	121899292	121900224	+	Vom1r97
4	121912352	121913296	+	Vom1r98
4	121968622	121969446	-	Vom1r99
4	122006810	122009301	+	Vom1r100
4	122124451	122178757	+	Vom1r105
4	122217505	122221999	+	LOC685964
4	122224535	122237754	-	Chst13
4	122244711	122276361	+	Uroc1
4	122282279	122312879	+	Zxdc
4	122314458	122337389	-	Cfap100
4	122365093	122377659	+	Klf15
4	122644135	122741110	-	Nup210
4	122781095	122798353	+	Hdac11
4	122835436	122895121	+	Fbln2
4	122994425	123040609	-	Wnt7a
4	123108925	123118186	-	LOC100361898
4	123118468	123133609	+	Tmem43
4	123134457	123161985	-	Xpc
4	123162086	123168330	+	Lsm3
4	123307624	123453478	+	Iqsec1
4	123467549	123510217	-	Slc41a3
4	123516788	123557501	-	Aldh1l1
4	123586231	123636040	+	Grip2
4	123642210	123713464	-	Slc6a6
4	123760743	123787528	+	Ccdc174
4	123865725	123962881	+	Fgd5
4	124005280	124030349	+	Nr2c2
4	124036655	124048417	-	Mrps25
4	124052300	124080906	-	Rbsn
4	124110716	124113242	-	Trh
4	124238167	124338176	-	Prickle2
4	124660262	124858250	-	Adamts9
4	125687307	125958112	-	Magi1
4	126070992	126071261	-	LOC100361920
4	126522326	126615314	+	Slc25a26
4	126617244	126644895	-	Lrig1
4	127164453	127177477	+	Kbtbd8
4	127552101	127824970	-	Suclg2
4	128264118	128266082	-	1700123L14Rik
4	129196659	129430251	-	Fam19a4
4	129477807	129515435	-	Eogt
4	129521991	129544506	-	Tmf1
4	129548416	129569470	-	Uba3
4	129574264	129598915	+	Arl6ip5
4	129604267	129619142	-	Lmod3
4	129658840	129846642	-	Frmd4b
4	130172727	130425532	+	Mitf
4	131366744	131694755	-	Foxp1
4	132068598	132111079	-	Eif4e3
4	132137793	132138926	+	Gpr27
4	132140802	132151740	+	Ier3ip1
4	132157556	132171153	-	Prok2
4	132689531	132740938	-	Rybp
4	133037014	133131953	-	Shq1
4	133179309	133262841	+	Gxylt2
4	133285552	133323755	+	Ppp4r2
4	133717139	133951264	-	Pdzrn3
4	134784668	135069970	-	Cntn3
4	136512201	136904355	+	Cntn6
4	138269142	138787525	+	Cntn4
4	138795327	138830117	-	Il5ra
4	138855641	138869217	+	Trnt1
4	138866761	138885556	-	Crbn
4	139670092	139673143	+	Lrrn1
4	140092352	140105316	+	Setmar
4	140139003	140220487	-	Sumf1
4	140247313	140580748	+	Itpr1
4	140703619	140709319	+	Bhlhe40
4	140837745	140881865	+	Arl8b
4	140886545	140915779	+	Edem1
4	142780987	143367578	+	Grm7
4	144192989	144252551	+	Lmcd1
4	144307817	144318580	-	Ssuh2
4	144382945	144398917	+	Cav3
4	144403358	144416116	-	Oxtr
4	144536729	144620731	-	Rad18
4	144638335	144869919	-	Srgap3
4	144985880	145008831	+	Thumpd3
4	145017608	145095245	+	Setd5
4	145117533	145147397	-	Lhfpl4
4	145195070	145238097	+	Mtmr14
4	145238947	145262442	+	Cpne9
4	145264462	145280857	+	Brpf1
4	145282797	145289326	+	Ogg1
4	145288996	145300177	-	Camk1
4	145318435	145329878	-	Tada3
4	145330457	145340984	+	Arpc4
4	145342193	145365496	+	Ttll3
4	145366765	145370992	-	Rpusd3
4	145377431	145390497	-	Cidec
4	145399913	145404617	+	Jagn1
4	145413230	145426603	+	Il17re
4	145427367	145439843	+	Il17rc
4	145440114	145449892	+	Creld1
4	145450861	145454834	-	Prrt3
4	145471454	145487426	-	Emc3
4	145489869	145551479	+	Fancd2
4	145552270	145555748	-	Fancd2os
4	145559206	145574438	+	Brk1
4	145580799	145587845	+	Vhl
4	145594575	145651053	+	Irak2
4	145653602	145669343	+	Tatdn2
4	145674157	145678066	-	Ghrl
4	145686193	145699577	-	Sec13
4	145703046	146016325	-	Atp2b2
4	146106386	146223228	+	Slc6a11
4	146276862	146292213	+	Slc6a1
4	146292849	146300329	-	LOC102548867
4	146455332	146457074	+	Hrh1
4	146598413	146777124	+	Atg7
4	146779276	146839397	-	Vgll4
4	146922085	146954159	-	Tamm41
4	147037179	147195096	+	Syn2
4	147156948	147163467	-	Timp4
4	147274107	147399380	+	Pparg
4	147455533	147490733	+	Tsen2
4	147492983	147505838	-	Mkrn2os
4	147514120	147532084	+	Mkrn2
4	147532042	147592699	-	Raf1
4	147645333	147657847	-	Tmem40
4	147686490	147714585	+	Cand2
4	147715473	147719072	-	Rpl32
4	147721045	147742114	-	Efcab12
4	147746186	147756294	-	Mbd4
4	147756553	147826997	+	Ift122
4	147832136	147837298	+	Rho
4	147844658	147849779	+	H1foo
4	147854309	147893992	-	Plxnd1
4	147921724	148048726	-	Tmcc1
4	148139528	148197365	+	Washc2c
4	148199102	148268405	+	Zfand4
4	148286853	148398148	+	March8
4	148398892	148446303	-	Alox5
4	148476943	148477869	+	Olr823
4	148519816	148520799	+	Olr824
4	148544958	148545941	+	Olr825
4	148567386	148568369	+	Olr826
4	148589144	148590127	+	Olr827
4	148623770	148624753	+	Olr828
4	148649223	148650206	+	Olr829
4	148664950	148665912	+	Olr830
4	148690066	148690998	-	Olr831
4	148710898	148711830	-	Olr832
4	148757363	148761547	-	Zfp422
4	148769096	148803988	-	Rassf4
4	148782479	148784562	+	Depp1
4	148817514	148845267	-	Tmem72
4	149261044	149273891	+	Cxcl12
4	149877889	149882824	+	Zfp637
4	149908375	149908980	+	LOC100909657
4	149957206	149978895	+	Hnrnpf
4	149984206	149988295	-	Fxyd4
4	150133590	150142713	+	Rasgef1a
4	150153844	150185044	-	Csgalnact2
4	150202058	150244372	-	Ret
4	150433570	150471834	-	Bms1
4	150482667	150506557	-	Zfp9
4	150517027	150522351	-	Zfp9
4	150547467	150616895	-	Ankrd26
4	150641066	150829913	-	Cacna1c
4	151250041	151285702	+	Dcp1b
4	151298548	151409263	+	Cacna2d4
4	151375572	151390263	-	Lrtm2
4	151414684	151428894	-	Adipor2
4	151500957	151516894	-	Wnt5b
4	152087379	152380184	-	Erc1
4	152430187	152451609	+	Rad52
4	152452848	152578446	-	Wnk1
4	152630469	152733633	+	Ninj2
4	152737161	152835182	-	B4galnt3
4	152860675	152883210	-	Ccdc77
4	152892388	152972201	+	Kdm5a
4	152995865	153018394	+	Il17ra
4	153026411	153028129	-	Tmem121b
4	153047236	153078604	-	Hdhd5
4	153217782	153322564	+	Cecr2
4	153330069	153350446	+	Slc25a18
4	153351421	153373649	-	Atp6v1e1
4	153385205	153436660	+	Bcl2l13
4	153442218	153465203	-	Bid
4	153484876	153593773	-	Mical3
4	153747947	153760442	+	Pex26
4	153774486	153791328	+	Tuba8
4	153805993	153834430	+	Usp18
4	153874852	153912155	+	Slc6a13
4	153921115	153941391	+	Slc6a12
4	153948055	154044493	-	Iqsec3
4	154215250	154282608	+	Mug2
4	154309426	154359137	+	A2m
4	154391647	154729310	+	LOC297568
4	154423209	154472924	+	LOC100911545
4	155039628	155051429	-	Klrg1
4	155088317	155092827	+	M6pr
4	155093949	155116154	-	Phc1
4	155260103	155275161	-	Rimklb
4	155313671	155336228	+	Mfap5
4	155359921	155369671	+	Aicda
4	155386711	155401480	-	Apobec1
4	155408233	155631856	-	LOC100909595
4	155417004	155421998	-	Gdf3
4	155437675	155440828	+	Dppa3
4	155531906	155539268	+	Nanog
4	155653718	155679793	+	Foxj2
4	155684029	155690869	-	C3ar1
4	155709613	155724790	+	Necap1
4	155727868	155740193	-	LOC102550396
4	155752447	155763500	-	Slc2a3
4	155792761	155867708	-	Clec4a2
4	155913366	155923079	-	Clec4a3
4	155947453	155959993	-	Clec4a1
4	156050054	156069313	+	Clec4a
4	156107620	156131583	+	Clec4b2
4	156186281	156219346	+	Clec4n
4	156253079	156264769	+	Clec4d
4	156270920	156276304	-	Clec4e
4	156324922	156366577	+	Vom2r48
4	156403016	156427755	-	LOC103690024
4	156482446	156504818	+	Vom2r50
4	156515299	156563438	-	Vom2r51
4	156597780	156629949	-	Vom2r52
4	156752082	156785467	+	Cd163
4	156983915	157009674	-	Pex5
4	157043925	157078130	-	Clstn3
4	157107469	157123446	+	C1rl
4	157125998	157136829	+	C1r
4	157143592	157155609	-	C1s
4	157181795	157222996	+	Lpcat3
4	157222385	157230647	-	Emg1
4	157230769	157235367	+	Phb2
4	157236346	157236439	-	Mir141
4	157236759	157236873	+	Mir3575
4	157239142	157263890	-	Ptpn6
4	157264383	157266018	-	LOC100911713
4	157267901	157274755	-	LOC100911672
4	157285179	157294047	-	LOC100911625
4	157294287	157304653	-	LOC100911585
4	157326727	157328379	+	LOC100911548
4	157328379	157331905	-	Tpi1
4	157332740	157347803	-	Usp5
4	157348020	157351604	+	Cdca3
4	157352372	157358262	-	Gnb3
4	157359332	157372861	-	P3h3
4	157375184	157381105	-	Gpr162
4	157383052	157408176	-	Cd4
4	157425644	157433467	-	Lag3
4	157435373	157439507	-	Ptms
4	157452607	157457249	+	Mlf2
4	157479549	157486914	-	Cops7a
4	157511642	157517669	+	Pianp
4	157523110	157552596	+	Zfp384
4	157554794	157563352	+	Ing4
4	157563990	157568023	+	Acrbp
4	157594436	157595972	+	Lpar5
4	157612536	157645659	+	Chd4
4	157647082	157658390	+	Nop2
4	157659147	157676331	+	Iffo1
4	157676595	157679962	-	Gapdh
4	157683077	157704596	-	Ncapd2
4	157705790	157708748	+	Mrpl51
4	157726941	157733643	+	Vamp1
4	157735748	157743199	-	Tapbpl
4	157744882	157750088	-	Cd27
4	157789874	157798868	-	Tuba3a
4	157822840	157829241	-	Ltbr
4	157836912	157860049	+	Scnn1a
4	157864969	157877633	+	Tnfrsf1a
4	157878182	157894448	-	Plekhg6
4	157977162	158010166	-	Cd9
4	158088505	158219523	+	Vwf
4	158224000	158576978	+	Ano2
4	158636884	158705886	-	Ntf3
4	159077195	159079003	-	Kcna5
4	159190804	159192526	-	Kcna1
4	159253934	159287193	-	Kcna6
4	159371259	159399634	-	Ndufa9
4	159403501	159425629	+	Akap3
4	159427340	159467955	-	Dyrk4
4	159469804	159482869	-	Rad51ap1
4	159563798	159572333	+	Fgf6
4	159622404	159630082	+	Fgf23
4	159635153	159654063	-	Tigar
4	159674885	159697207	-	Ccnd2
4	160020472	160058729	+	Parp11
4	160168297	160194038	+	Cracr2a
4	160253073	160334910	-	Prmt8
4	160455986	160522904	+	Tspan11
4	160530720	160662974	-	Tspan9
4	160802131	160803558	-	Senp18
4	160865065	161091010	-	Senp17
4	161519208	161519946	+	LOC689519
4	161540130	161587222	-	Tead4
4	161637892	161658519	-	Tulp3
4	161680027	161681660	-	Rhno1
4	161685258	161696305	+	Foxm1
4	161696903	161705690	+	Tex52
4	161720501	161729192	+	Nrip2
4	161730641	161743896	-	Itfg2
4	161748993	161757447	-	Fkbp4
4	161804784	161850875	-	Pzp
4	161866078	161907767	-	A2ml1
4	161949817	162025187	-	Klrb1a
4	162077188	162168221	+	LOC500331
4	162181158	162230859	-	LOC689757
4	162281574	162402635	+	Clec2dl1
4	162292305	162302156	+	Clec2d
4	162437089	162448422	+	Clec2d2
4	162541751	162553705	+	Klrb1c
4	162627304	162649618	-	Ly49i2
4	162712869	162726628	-	LOC100911272
4	162774109	162792804	+	Klrb1
4	162850192	162856663	-	Clec2e
4	162934195	162943981	+	Clec2g
4	163041141	163049084	-	Cd69
4	163112301	163126864	+	Clec12a
4	163118452	163119391	-	Chtopl1
4	163141132	163157744	-	Clec12b
4	163162211	163170466	+	Clec1b
4	163174487	163189530	+	Clec9a
4	163191503	163214678	-	Clec1a
4	163216163	163227334	-	Clec7a
4	163239849	163261958	-	Olr1
4	163267450	163274028	+	Tmem52b
4	163293724	163302858	+	Gabarapl1
4	163349125	163354976	+	Klre1
4	163358009	163369854	+	Klrd1
4	163393217	163403653	-	Klrk1
4	163416351	163445302	-	Klrc3
4	163458528	163463718	-	Klrc1
4	163495003	163528220	-	Klri1
4	163561966	163570864	-	Klri2
4	163597635	163611383	-	Klrh1
4	163628640	163649637	-	LOC690020
4	163736132	163890801	-	Ly49si1
4	163933260	163954817	-	Ly49si2
4	163994581	164015365	-	Ly49si3
4	164105130	164123974	-	LOC502907
4	164136199	164357619	-	Ly49s5
4	164184870	164211819	-	LOC497796
4	164384704	164406146	-	Klra22
4	164428797	164453222	-	Ly49s6
4	164470397	164900857	-	Ly49i4
4	164470397	164691405	-	Ly49s4
4	165005725	165026414	-	Klra1
4	165169065	165195489	-	Ly49s7
4	165169417	165317574	-	Klra5
4	165347864	165361623	-	Ly49i7
4	165424763	165460075	-	Klra2
4	165514530	165522418	-	Magohb
4	165529294	165541314	-	Styk1
4	165606819	165630118	-	Ybx3
4	165732643	165737755	+	Lpal2
4	165746263	165747201	-	Tas2r130
4	165773200	165774126	-	Tas2r107
4	165786745	165787668	-	Tas2r106
4	165809213	165810121	-	Tas2r104
4	165827885	165828814	-	Tas2r105
4	165831394	165832323	-	Tas2r114
4	165985348	165988472	-	Prb1
4	166013228	166016335	-	Prpmp5
4	166040503	166045306	+	Prb3
4	166076156	166079733	+	Prp2
4	166222451	166224565	+	Prp15
4	166833320	166834207	+	Tas2r120
4	166868482	166869399	-	Tas2r121
4	166911595	166912524	+	Tas2r124
4	166923632	166924609	+	Tas2r102
4	166958466	166959410	+	Tas2r13
4	166978399	166979391	-	Tas2r136
4	166986350	166987306	+	Tas2r117
4	166993669	166994631	+	Tas2r109
4	167017816	167018748	+	Tas2r145
4	167024464	167025426	-	Tas2r129
4	167067903	167068838	-	Tas2r125
4	167088126	167089055	-	Tas2r113
4	167129995	167130996	-	Tas2r110
4	167144122	167145096	-	Tas2r116
4	167154057	167155058	-	Tas2r123
4	167179718	167180656	-	Tas2r103
4	167201168	167202106	-	Tas2r140
4	167219728	167222199	+	Smim10l1
4	167351697	167485225	+	Prr4
4	167549929	167552973	-	Kap
4	167754525	167992168	+	Etv6
4	168142271	168183096	+	Bcl2l14
4	168194927	168323751	-	Lrp6
4	168363190	168382837	-	Mansc1
4	168396775	168464352	+	Borcs5
4	168472412	168517177	-	Dusp16
4	168599331	168619764	+	Crebl2
4	168639940	168656673	-	Gpr19
4	168689163	168693964	+	Cdkn1b
4	168752133	168755023	+	Apold1
4	168775111	168787730	+	Ddx47
4	168832910	168851652	+	Gprc5a
4	168872897	168884886	-	Gprc5d
4	168903565	168933079	-	Hebp1
4	168976859	169019561	+	Fam234b
4	169020683	169036950	-	Gsg1
4	169091841	169093135	-	Pbp2
4	169147243	169181966	+	Emp1
4	169560387	169999873	-	Grin2b
4	169569383	169569487	+	Gm22892
4	170079779	170080456	-	Smco3
4	170092537	170092848	-	LOC100912489
4	170104256	170104933	-	LOC100912259
4	170117014	170117325	-	Hist2h4
4	170128733	170129407	-	LOC100912609
4	170144951	170145262	-	Hist1h4b
4	170149029	170149418	+	LOC103690002
4	170154227	170186942	-	Wbp11
4	170194433	170195107	-	LOC108348150
4	170347410	170382370	+	LOC500350
4	170518673	170559532	+	Atf7ip
4	170564367	170620703	-	Plbd1
4	170659998	170740274	-	Gucy2c
4	170763605	170763916	-	Hist1h2ao
4	170766900	170767382	+	H2afj
4	170772163	170810080	-	Wbp11l1
4	170812338	170813012	-	LOC100912450
4	170820594	170821995	+	LOC500354
4	170830851	170841187	-	Art4
4	170856751	170860225	-	Mgp
4	170893946	170912629	-	Erp27
4	170913923	170932618	-	Arhgdib
4	170958196	170963046	+	Pde6h
4	171069191	171176581	-	Rerg
4	171250818	171461677	+	Ptpro
4	171475567	171591882	-	Eps8
4	171730635	171745377	+	Strap
4	171748273	171826409	+	Dera
4	171970620	172063391	-	Slc15a5
4	172119331	172134607	+	Mgst1
4	172709724	172711074	+	Igbp1b
4	172942020	173005634	+	Lmo3
4	173115125	173124562	+	LOC100910575
4	173631052	173640684	-	Rergl
4	173732248	174102496	+	Pik3c2g
4	174125178	174180729	-	Plcz1
4	174181644	174182856	+	Capza3
4	174605476	174774693	+	Plekha5
4	174810959	174863260	+	Aebp2
4	175431904	175700238	+	Pde3a
4	175729726	175776808	+	Slco1c1
4	175814118	175881768	+	Slco1b2
4	175969549	176026163	-	Slco1a4
4	176158640	176231344	-	Slco1a1
4	176255603	176295195	-	Slc21a4
4	176345671	176381477	-	Slco1a6
4	176445858	176528110	-	Slco1a2
4	176510696	176516083	+	Iapp
4	176565694	176581952	+	Pyroxd1
4	176581897	176606382	-	Recql
4	176606649	176619710	+	Golt1b
4	176629800	176641008	+	Spx
4	176638629	176679815	-	Gys2
4	176701983	176720012	-	Ldhb
4	176782498	176789304	-	Kcnj8
4	176805431	176922424	-	Abcc9
4	176994129	177012444	+	Cmas
4	177065168	177196180	-	St8sia1
4	177245868	177331915	-	C2cd5
4	177402904	177447028	+	Etnk1
4	178066165	178441547	-	Sox5
4	179259308	179339795	-	Bcat1
4	179398621	179440792	+	Lrmp
4	179440953	179477070	-	Casc1
4	179481263	179481603	+	Etfrf1
4	179486105	179515558	-	Kras
4	179651164	179904844	-	Lmntd1
4	179905116	179910704	+	Tuba3b
4	180062799	180135966	+	Rassf8
4	180141986	180153906	-	LOC100912509
4	180232382	180234804	-	Bhlhe41
4	180291389	180324408	+	Sspn
4	180538389	180722358	-	Itpr2
4	180855800	180887050	-	Ints13
4	180887182	180908198	+	Fgfr1op2
4	180913706	180951564	-	Tm7sf3
4	180961142	180968123	+	Med21
4	181027212	181089740	+	Stk38l
4	181103774	181214994	+	Arntl2
4	181286455	181428157	+	Ppfibp1
4	181346002	181348799	-	LOC690784
4	181428664	181429737	+	Rep15
4	181434812	181465318	+	Mrps35
4	181468511	181477281	-	Mansc4
4	181481147	181502916	+	Klhl42
4	181874861	182043593	+	Ccdc91
4	182483194	182565436	+	Far2
4	182569089	182600258	-	Ergic2
4	182625386	182844291	-	Tmtc1
4	182745448	182746381	+	Rps4y2
4	183305813	183374195	-	Caprin2
4	183401318	183426439	-	Sinhcaf
4	183656013	183665754	+	Etfbkmt
4	183670596	183697531	-	Amn1
4	183896303	183905297	+	Resf1
4	184019087	184165540	+	Bicd1
4	184095643	184096806	-	LOC100362344
3	307204	307980	+	Nxph2
3	401429	471634	-	Spopl
3	574092	574592	-	Psx1
3	904765	937102	-	Hnmt
3	1095883	1116677	-	Tbpl2
3	1285664	1291865	+	Il36g
3	1331226	1335775	+	Il36a
3	1366119	1371626	-	Il36b
3	1385654	1392275	+	Il36rn
3	1413671	1416599	+	Il1f10
3	1452644	1468614	+	Il1rn
3	1478525	1514934	+	Psd4
3	1527279	1584946	-	Pax8
3	1740024	1924827	-	Cacna1b
3	1960957	2123820	-	Ehmt1
3	2129879	2136936	-	Arrdc1
3	2158995	2168370	+	Zmynd19
3	2170533	2179010	+	Dph7
3	2181045	2181962	-	Mrpl41
3	2182957	2261878	+	Pnpla7
3	2262253	2270995	+	Nsmf
3	2288667	2302782	+	Entpd8
3	2299691	2309179	-	Noxa1
3	2396143	2398689	+	Nrarp
3	2407857	2411544	-	Tor4a
3	2414451	2431148	-	Nelfb
3	2432690	2434257	-	Stpg3
3	2438089	2441706	+	Fam166a
3	2441733	2444281	-	Tubb4b
3	2448381	2453933	-	Slc34a3
3	2455571	2456041	-	Rnf224
3	2458295	2459385	-	Cysrt1
3	2462466	2463790	+	Rnf208
3	2466544	2474913	-	Ndor1
3	2474972	2475800	+	Tmem203
3	2480232	2487710	+	Tprn
3	2489042	2490392	-	Ssna1
3	2490518	2502248	+	Anapc2
3	2504694	2505666	+	Tmem210
3	2506426	2507752	+	Lrrc26
3	2506896	2534663	-	Grin1
3	2547986	2569049	+	Man1b1
3	2569135	2573387	-	Dpp7
3	2579258	2584523	-	Uap1l1
3	2591331	2596583	+	Sapcd2
3	2617805	2623445	+	Entpd2
3	2625015	2630670	+	Npdc1
3	2642531	2646648	+	Fut7
3	2648885	2668809	+	Abca2
3	2676296	2680565	+	Clic3
3	2678956	2680622	-	Paxx
3	2686123	2689084	-	Ptgds
3	2716534	2719513	-	Lcn12
3	2724616	2727616	-	C8g
3	2727254	2731212	+	Fbxw5
3	2746075	2770620	-	Traf2
3	2781169	2785474	+	Edf1
3	2786523	2795109	-	Mamdc4
3	2796997	2798470	-	Phpt1
3	2800650	2803574	-	Ajm1
3	2806777	2832697	-	Rabl6
3	2832847	2841331	-	Ccdc183
3	2843635	2845593	-	Tmem141
3	2849984	2853272	-	Fcna
3	2872031	2875015	+	Lcn8
3	2877293	2881305	+	Lcn5
3	2888103	2893495	+	Lcn6
3	2894702	2898254	+	Lcn10
3	2910083	2913362	+	Obp2a
3	2916662	2917421	+	Bmyc
3	2935398	2938883	-	Lcn11
3	2945504	2947318	-	Lcn3
3	3236870	3240037	+	LOC108348105
3	3255638	3266260	-	Glt6d1
3	3272193	3274547	+	Lcn9
3	3291084	3295101	-	Sohlh1
3	3310954	3365340	+	Kcnt1
3	3373971	3434027	-	Camsap1
3	3389612	3390443	+	LOC100360117
3	3434140	3440340	+	LOC102550543
3	3453401	3476215	-	Ubac1
3	3510041	3574787	-	Nacc2
3	3590783	3594475	-	Tmem250
3	3654755	3661810	-	Lhx3
3	3662324	3691972	-	Qsox2
3	3724656	3747440	-	Ccdc187
3	3767394	3794359	+	Gpsm1
3	3796480	3798239	-	Dnlz
3	3798347	3806713	-	Card9
3	3809407	3824284	-	Snapc4
3	3827498	3834210	-	Entr1
3	3834078	3842078	+	Pmpca
3	3843307	3855981	-	Inpp5e
3	3856218	3890758	-	Sec16a
3	3905453	3951025	-	Notch1
3	4034921	4043936	+	Egfl7
3	4042464	4042581	-	Mir126a
3	4044542	4055806	-	Agpat2
3	4083864	4092289	+	Fam69b
3	4138268	4142571	-	LOC100911507
3	4217260	4221330	-	Vegp2
3	4233111	4236960	+	Lcn1
3	4282236	4282814	+	Rpl9
3	4341249	4341771	-	Rps13
3	4374602	4394428	-	Abo
3	4861753	4866833	-	LOC100911917
3	4867233	4869656	+	Rpl7a
3	4869795	4872632	-	LOC100912008
3	4872497	4876317	+	LOC100912042
3	4893872	4897116	+	LOC102554283
3	4988097	4989205	+	LOC102554500
3	5118956	5126901	+	Abo3
3	5167685	5170545	+	Lcn4
3	5277965	5281348	-	LOC681385
3	5386434	5402666	-	Abo2
3	5441409	5452156	-	Surf6
3	5453614	5458782	-	Med22
3	5459160	5461583	+	Rpl7a
3	5461770	5483239	-	Surf4
3	5464424	5468244	+	Surf2
3	5481522	5500583	+	Stkld1
3	5500589	5510908	-	Rexo4
3	5519990	5558166	+	Adamts13
3	5555807	5572064	+	Cacfd1
3	5568321	5575136	-	Slc2a6
3	5608243	5617225	-	Mymk
3	5624506	5654910	+	Adamtsl2
3	5656163	5693147	-	Fam163b
3	5709236	5731898	+	Dbh
3	5737200	5802129	-	Sardh
3	5811504	5976244	-	Vav2
3	5997315	6054483	-	Brd3
3	6000133	6000214	-	Mir7578
3	6061940	6080680	+	Wdr5
3	6211789	6295908	+	Rxra
3	6430201	6578882	+	Col5a1
3	6617751	6626284	-	Fcnb
3	6773813	6798737	+	Olfm1
3	7051695	7058521	+	Mrps2
3	7109920	7130548	+	Ralgds
3	7134021	7141522	-	Cel
3	7144250	7164654	-	Gtf3c5
3	7190722	7203420	-	Gfi1b
3	7237192	7265145	+	Tsc1
3	7269853	7278758	-	Spaca9
3	7279340	7394513	+	Ak8
3	7404841	7422738	-	Gtf3c4
3	7422820	7488617	+	Ddx31
3	7491234	7498555	-	Barhl1
3	7508496	7632345	-	Cfap77
3	7635933	7660673	+	Ttf1
3	7686503	7730539	+	Setx
3	7742531	7796385	-	Ntng2
3	7884822	8059003	+	Med27
3	8192575	8304976	+	Rapgef1
3	8322701	8325080	+	LOC102547011
3	8338484	8348746	-	Trub2
3	8349185	8357871	+	Coq4
3	8363937	8376858	+	Slc27a4
3	8389024	8405868	+	Urm1
3	8407427	8407526	+	Mir2964
3	8430829	8444851	+	Cercam
3	8450275	8496008	+	Odf2
3	8498122	8526771	+	Gle1
3	8534440	8599260	+	Sptan1
3	8599148	8615532	-	Wdr34
3	8628033	8659117	+	Set
3	8656412	8659102	-	Zdhhc12
3	8662579	8690305	-	Zer1
3	8701855	8717515	+	Tbc1d13
3	8741766	8744592	+	Endog
3	8743882	8751324	-	Spout1
3	8752625	8766433	-	Kyat1
3	8802852	8828533	+	Lrrc8a
3	8832740	8846125	+	Phyhd1
3	8850154	8852192	-	Dolk
3	8873933	8908438	+	Nup188
3	8909236	8924032	-	Sh3glb2
3	8928534	8951189	+	Miga2
3	8958090	8966617	+	Dolpp1
3	8968417	8981362	-	Crat
3	8982122	9012585	+	Ptpa
